"state","city_key","city"
"NC","leland","Leland"
"NC","lenoir","Lenoir"
"NC","lewiston woodville","Lewiston Woodville"
"NC","lewisville","Lewisville"
"NC","lexington","Lexington"
"NC","liberty","Liberty"
"NC","light oak","Light Oak"
"NC","lilesville","Lilesville"
"NC","lillington","Lillington"
"NC","lincolnton","Lincolnton"
"NC","linden","Linden"
"NC","linville","Linville"
"NC","littleton","Littleton"
"NC","locust","Locust"
"NC","long creek","Long Creek"
"NC","long view","Long View"
"NC","louisburg","Louisburg"
"NC","love valley","Love Valley"
"NC","lowell","Lowell"
"NC","lowesville","Lowesville"
"NC","lowgap","Lowgap"
"NC","lucama","Lucama"
"NC","lumber bridge","Lumber Bridge"
"NC","lumberton","Lumberton"
"NC","macclesfield","Macclesfield"
"NC","macon","Macon"
"NC","madison","Madison"
"NC","maggie valley","Maggie Valley"
"NC","magnolia","Magnolia"
"NC","maiden","Maiden"
"NC","mamers","Mamers"
"NC","manns harbor","Manns Harbor"
"NC","manteo","Manteo"
"NC","marble","Marble"
"NC","marietta","Marietta"
"NC","marion","Marion"
"NC","mar-mac","Mar-Mac"
"NC","mars hill","Mars Hill"
"NC","marshall","Marshall"
"NC","marshallberg","Marshallberg"
"NC","marshville","Marshville"
"NC","marvin","Marvin"
"NC","matthews","Matthews"
"NC","maury","Maury"
"NC","maxton","Maxton"
"NC","mayodan","Mayodan"
"NC","maysville","Maysville"
"NC","mcadenville","McAdenville"
"NC","mcdonald","McDonald"
"NC","mcfarlan","McFarlan"
"NC","mcleansville","McLeansville"
"NC","mebane","Mebane"
"NC","mesic","Mesic"
"NC","micro","Micro"
"NC","middleburg","Middleburg"
"NC","middlesex","Middlesex"
"NC","midland","Midland"
"NC","midway","Midway"
"NC","millers creek","Millers Creek"
"NC","millingport","Millingport"
"NC","mills river","Mills River"
"NC","milton","Milton"
"NC","milwaukee","Milwaukee"
"NC","mineral springs","Mineral Springs"
"NC","minnesott beach","Minnesott Beach"
"NC","mint hill","Mint Hill"
"NC","misenheimer","Misenheimer"
"NC","mocksville","Mocksville"
"NC","momeyer","Momeyer"
"NC","moncure","Moncure"
"NC","monroe","Monroe"
"NC","montreat","Montreat"
"NC","mooresboro","Mooresboro"
"NC","mooresville","Mooresville"
"NC","moravian falls","Moravian Falls"
"NC","morehead city","Morehead City"
"NC","morganton","Morganton"
"NC","morrisville","Morrisville"
"NC","morven","Morven"
"NC","mount airy","Mount Airy"
"NC","mount gilead","Mount Gilead"
"NC","mount holly","Mount Holly"
"NC","mount olive","Mount Olive"
"NC","mount pleasant","Mount Pleasant"
"NC","mountain home","Mountain Home"
"NC","mountain view","Mountain View"
"NC","moyock","Moyock"
"NC","mulberry","Mulberry"
"NC","murfreesboro","Murfreesboro"
"NC","murphy","Murphy"
"NC","murraysville","Murraysville"
"NC","myrtle grove","Myrtle Grove"
"NC","nags head","Nags Head"
"NC","nashville","Nashville"
"NC","navassa","Navassa"
"NC","nebo","Nebo"
"NC","neuse forest","Neuse Forest"
"NC","new bern","New Bern"
"NC","new hope","New Hope"
"NC","new london","New London"
"NC","newland","Newland"
"NC","newport","Newport"
"NC","newton","Newton"
"NC","newton grove","Newton Grove"
"NC","norlina","Norlina"
"NC","norman","Norman"
"NC","north topsail beach","North Topsail Beach"
"NC","north wilkesboro","North Wilkesboro"
"NC","northchase","Northchase"
"NC","northlakes","Northlakes"
"NC","northwest","Northwest"
"NC","norwood","Norwood"
"NC","oak city","Oak City"
"NC","oak island","Oak Island"
"NC","oak ridge","Oak Ridge"
"NC","oakboro","Oakboro"
"NC","ocean isle beach","Ocean Isle Beach"
"NC","ocracoke","Ocracoke"
"NC","ogden","Ogden"
"NC","old fort","Old Fort"
"NC","old hundred","Old Hundred"
"NC","oriental","Oriental"
"NC","orrum","Orrum"
"NC","ossipee","Ossipee"
"NC","oxford","Oxford"
"NC","pantego","Pantego"
"NC","parkton","Parkton"
"NC","parmele","Parmele"
"NC","patterson springs","Patterson Springs"
"NC","peachland","Peachland"
"NC","peletier","Peletier"
"NC","pembroke","Pembroke"
"NC","pikeville","Pikeville"
"NC","pilot mountain","Pilot Mountain"
"NC","pine knoll shores","Pine Knoll Shores"
"NC","pine level","Pine Level"
"NC","pinebluff","Pinebluff"
"NC","pinehurst","Pinehurst"
"NC","pinetops","Pinetops"
"NC","pinetown","Pinetown"
"NC","pineville","Pineville"
"NC","piney green","Piney Green"
"NC","pink hill","Pink Hill"
"NC","pinnacle","Pinnacle"
"NC","pittsboro","Pittsboro"
"NC","plain view","Plain View"
"NC","pleasant garden","Pleasant Garden"
"NC","pleasant hill","Pleasant Hill"
"NC","plymouth","Plymouth"
"NC","polkton","Polkton"
"NC","polkville","Polkville"
"NC","pollocksville","Pollocksville"
"NC","porters neck","Porters Neck"
"NC","potters hill","Potters Hill"
"NC","powellsville","Powellsville"
"NC","princeton","Princeton"
"NC","princeville","Princeville"
"NC","proctorville","Proctorville"
"NC","prospect","Prospect"
"NC","pumpkin center","Pumpkin Center"
"NC","raeford","Raeford"
"NC","raemon","Raemon"
"NC","raleigh","Raleigh"
"NC","ramseur","Ramseur"
"NC","randleman","Randleman"
"NC","ranlo","Ranlo"
"NC","raynham","Raynham"
"NC","red cross","Red Cross"
"NC","red oak","Red Oak"
"NC","red springs","Red Springs"
"NC","reidsville","Reidsville"
"NC","rennert","Rennert"
"NC","rex","Rex"
"NC","rhodhiss","Rhodhiss"
"NC","rich square","Rich Square"
"NC","richfield","Richfield"
"NC","richlands","Richlands"
"NC","riegelwood","Riegelwood"
"NC","river bend","River Bend"
"NC","river road","River Road"
"NC","roanoke rapids","Roanoke Rapids"
"NC","robbins","Robbins"
"NC","robbinsville","Robbinsville"
"NC","roberdel","Roberdel"
"NC","robersonville","Robersonville"
"NC","rockfish","Rockfish"
"NC","rockingham","Rockingham"
"NC","rockwell","Rockwell"
"NC","rocky mount","Rocky Mount"
"NC","rocky point","Rocky Point"
"NC","rodanthe","Rodanthe"
"NC","rolesville","Rolesville"
"NC","ronda","Ronda"
"NC","roper","Roper"
"NC","rose hill","Rose Hill"
"NC","roseboro","Roseboro"
"NC","rosman","Rosman"
"NC","rougemont","Rougemont"
"NC","rowland","Rowland"
"NC","roxboro","Roxboro"
"NC","roxobel","Roxobel"
"NC","royal pines","Royal Pines"
"NC","ruffin","Ruffin"
"NC","rural hall","Rural Hall"
"NC","ruth","Ruth"
"NC","rutherford college","Rutherford College"
"NC","rutherfordton","Rutherfordton"
"NC","salem","Salem"
"NC","salemburg","Salemburg"
"NC","salisbury","Salisbury"
"NC","saluda","Saluda"
"NC","salvo","Salvo"
"NC","sandy creek","Sandy Creek"
"NC","sandyfield","Sandyfield"
"NC","sanford","Sanford"
"NC","saratoga","Saratoga"
"NC","sawmills","Sawmills"
"NC","saxapahaw","Saxapahaw"
"NC","scotch meadows","Scotch Meadows"
"NC","scotland neck","Scotland Neck"
"NC","sea breeze","Sea Breeze"
"NC","seaboard","Seaboard"
"NC","seagrove","Seagrove"
"NC","sedalia","Sedalia"
"NC","selma","Selma"
"NC","seven devils","Seven Devils"
"NC","seven lakes","Seven Lakes"
"NC","seven springs","Seven Springs"
"NC","severn","Severn"
"NC","shallotte","Shallotte"
"NC","shannon","Shannon"
"NC","sharpsburg","Sharpsburg"
"NC","shelby","Shelby"
"NC","siler city","Siler City"
"NC","silver city","Silver City"
"NC","silver lake","Silver Lake"
"NC","simpson","Simpson"
"NC","sims","Sims"
"NC","skippers corner","Skippers Corner"
"NC","smithfield","Smithfield"
"NC","smithtown","Smithtown"
"NC","sneads ferry","Sneads Ferry"
"NC","snow hill","Snow Hill"
"NC","south henderson","South Henderson"
"NC","south mills","South Mills"
"NC","south rosemary","South Rosemary"
"NC","south weldon","South Weldon"
"NC","southern pines","Southern Pines"
"NC","southern shores","Southern Shores"
"NC","southmont","Southmont"
"NC","southport","Southport"
"NC","sparta","Sparta"
"NC","speed","Speed"
"NC","spencer","Spencer"
"NC","spencer mountain","Spencer Mountain"
"NC","spindale","Spindale"
"NC","spivey's corner","Spivey's Corner"
"NC","spout springs","Spout Springs"
"NC","spring hope","Spring Hope"
"NC","spring lake","Spring Lake"
"NC","springdale","Springdale"
"NC","spruce pine","Spruce Pine"
"NC","st. helena","St. Helena"
"NC","st. james","St. James"
"NC","st. pauls","St. Pauls"
"NC","st. stephens","St. Stephens"
"NC","staley","Staley"
"NC","stallings","Stallings"
"NC","stanfield","Stanfield"
"NC","stanley","Stanley"
"NC","stantonsburg","Stantonsburg"
"NC","star","Star"
"NC","statesville","Statesville"
"NC","stedman","Stedman"
"NC","stem","Stem"
"NC","stokes","Stokes"
"NC","stokesdale","Stokesdale"
"NC","stoneville","Stoneville"
"NC","stonewall","Stonewall"
"NC","stony point","Stony Point"
"NC","stovall","Stovall"
"NC","sugar mountain","Sugar Mountain"
"NC","summerfield","Summerfield"
"NC","sunbury","Sunbury"
"NC","sunset beach","Sunset Beach"
"NC","surf city","Surf City"
"NC","swan quarter","Swan Quarter"
"NC","swannanoa","Swannanoa"
"NC","swansboro","Swansboro"
"NC","swepsonville","Swepsonville"
"NC","sylva","Sylva"
"NC","tabor city","Tabor City"
"NC","tar heel","Tar Heel"
"NC","tarboro","Tarboro"
"NC","taylorsville","Taylorsville"
"NC","taylortown","Taylortown"
"NC","teachey","Teachey"
"NC","thomasville","Thomasville"
"NC","toast","Toast"
"NC","tobaccoville","Tobaccoville"
"NC","topsail beach","Topsail Beach"
"NC","trent woods","Trent Woods"
"NC","trenton","Trenton"
"NC","trinity","Trinity"
"NC","troutman","Troutman"
"NC","troy","Troy"
"NC","tryon","Tryon"
"NC","turkey","Turkey"
"NC","tyro","Tyro"
"NC","unionville","Unionville"
"NC","valdese","Valdese"
"NC","valle crucis","Valle Crucis"
"NC","valley hill","Valley Hill"
"NC","vanceboro","Vanceboro"
"NC","vandemere","Vandemere"
"NC","vander","Vander"
"NC","vann crossroads","Vann Crossroads"
"NC","varnamtown","Varnamtown"
"NC","vass","Vass"
"NC","waco","Waco"
"NC","wade","Wade"
"NC","wadesboro","Wadesboro"
"NC","wagram","Wagram"
"NC","wake forest","Wake Forest"
"NC","wakulla","Wakulla"
"NC","walkertown","Walkertown"
"NC","wallace","Wallace"
"NC","wallburg","Wallburg"
"NC","walnut cove","Walnut Cove"
"NC","walnut creek","Walnut Creek"
"NC","walstonburg","Walstonburg"
"NC","wanchese","Wanchese"
"NC","warrenton","Warrenton"
"NC","warsaw","Warsaw"
"NC","washington","Washington"
"NC","washington park","Washington Park"
"NC","watha","Watha"
"NC","waves","Waves"
"NC","waxhaw","Waxhaw"
"NC","waynesville","Waynesville"
"NC","weaverville","Weaverville"
"NC","webster","Webster"
"NC","weddington","Weddington"
"NC","welcome","Welcome"
"NC","weldon","Weldon"
"NC","wendell","Wendell"
"NC","wentworth","Wentworth"
"NC","wesley chapel","Wesley Chapel"
"NC","west canton","West Canton"
"NC","west jefferson","West Jefferson"
"NC","west marion","West Marion"
"NC","westport","Westport"
"NC","whispering pines","Whispering Pines"
"NC","whitakers","Whitakers"
"NC","white lake","White Lake"
"NC","white oak","White Oak"
"NC","white plains","White Plains"
"NC","whiteville","Whiteville"
"NC","whitsett","Whitsett"
"NC","whittier","Whittier"
"NC","wilkesboro","Wilkesboro"
"NC","williamston","Williamston"
"NC","wilmington","Wilmington"
"NC","wilson","Wilson"
"NC","wilson's mills","Wilson's Mills"
"NC","windsor","Windsor"
"NC","winfall","Winfall"
"NC","wingate","Wingate"
"NC","winston-salem","Winston-Salem"
"NC","winterville","Winterville"
"NC","winton","Winton"
"NC","woodfin","Woodfin"
"NC","woodland","Woodland"
"NC","woodlawn","Woodlawn"
"NC","wrightsboro","Wrightsboro"
"NC","wrightsville beach","Wrightsville Beach"
"NC","yadkin college","Yadkin College"
"NC","yadkinville","Yadkinville"
"NC","yanceyville","Yanceyville"
"NC","youngsville","Youngsville"
"NC","zebulon","Zebulon"
"ND","abercrombie","Abercrombie"
"ND","adams","Adams"
"ND","alamo","Alamo"
"ND","alexander","Alexander"
"ND","alice","Alice"
"ND","almont","Almont"
"ND","alsen","Alsen"
"ND","ambrose","Ambrose"
"ND","amenia","Amenia"
"ND","amidon","Amidon"
"ND","anamoose","Anamoose"
"ND","aneta","Aneta"
"ND","antler","Antler"
"ND","apple valley","Apple Valley"
"ND","ardoch","Ardoch"
"ND","argusville","Argusville"
"ND","arnegard","Arnegard"
"ND","arthur","Arthur"
"ND","ashley","Ashley"
"ND","auburn","Auburn"
"ND","ayr","Ayr"
"ND","balfour","Balfour"
"ND","balta","Balta"
"ND","bantry","Bantry"
"ND","barney","Barney"
"ND","barton","Barton"
"ND","bathgate","Bathgate"
"ND","beach","Beach"
"ND","belcourt","Belcourt"
"ND","belfield","Belfield"
"ND","benedict","Benedict"
"ND","bergen","Bergen"
"ND","berlin","Berlin"
"ND","berthold","Berthold"
"ND","beulah","Beulah"
"ND","binford","Binford"
"ND","bisbee","Bisbee"
"ND","bismarck","Bismarck"
"ND","blacktail","Blacktail"
"ND","blanchard","Blanchard"
"ND","bottineau","Bottineau"
"ND","bowbells","Bowbells"
"ND","bowdon","Bowdon"
"ND","bowman","Bowman"
"ND","braddock","Braddock"
"ND","briarwood","Briarwood"
"ND","brinsmade","Brinsmade"
"ND","brocket","Brocket"
"ND","brooktree park","Brooktree Park"
"ND","buchanan","Buchanan"
"ND","bucyrus","Bucyrus"
"ND","buffalo","Buffalo"
"ND","burlington","Burlington"
"ND","butte","Butte"
"ND","buxton","Buxton"
"ND","caledonia","Caledonia"
"ND","calio","Calio"
"ND","calvin","Calvin"
"ND","cando","Cando"
"ND","cannon ball","Cannon Ball"
"ND","canton city (hensel)","Canton City (Hensel)"
"ND","carpio","Carpio"
"ND","carrington","Carrington"
"ND","carson","Carson"
"ND","casselton","Casselton"
"ND","cathay","Cathay"
"ND","cavalier","Cavalier"
"ND","cayuga","Cayuga"
"ND","center","Center"
"ND","christine","Christine"
"ND","churchs ferry","Churchs Ferry"
"ND","cleveland","Cleveland"
"ND","clifford","Clifford"
"ND","cogswell","Cogswell"
"ND","coleharbor","Coleharbor"
"ND","colfax","Colfax"
"ND","columbus","Columbus"
"ND","conway","Conway"
"ND","cooperstown","Cooperstown"
"ND","courtenay","Courtenay"
"ND","crary","Crary"
"ND","crosby","Crosby"
"ND","crystal","Crystal"
"ND","dahlen","Dahlen"
"ND","davenport","Davenport"
"ND","dawson","Dawson"
"ND","dazey","Dazey"
"ND","de lamere","De Lamere"
"ND","deering","Deering"
"ND","denhoff","Denhoff"
"ND","des lacs","Des Lacs"
"ND","devils lake","Devils Lake"
"ND","dickey","Dickey"
"ND","dickinson","Dickinson"
"ND","dodge","Dodge"
"ND","donnybrook","Donnybrook"
"ND","douglas","Douglas"
"ND","drake","Drake"
"ND","drayton","Drayton"
"ND","driscoll","Driscoll"
"ND","dunn center","Dunn Center"
"ND","dunseith","Dunseith"
"ND","dwight","Dwight"
"ND","east dunseith","East Dunseith"
"ND","east fairview","East Fairview"
"ND","edgeley","Edgeley"
"ND","edinburg","Edinburg"
"ND","edmore","Edmore"
"ND","egeland","Egeland"
"ND","elgin","Elgin"
"ND","ellendale","Ellendale"
"ND","elliott","Elliott"
"ND","embden","Embden"
"ND","emerado","Emerado"
"ND","enderlin","Enderlin"
"ND","englevale","Englevale"
"ND","epping","Epping"
"ND","erie","Erie"
"ND","esmond","Esmond"
"ND","fairdale","Fairdale"
"ND","fairmount","Fairmount"
"ND","fargo","Fargo"
"ND","fessenden","Fessenden"
"ND","fingal","Fingal"
"ND","finley","Finley"
"ND","flasher","Flasher"
"ND","flaxton","Flaxton"
"ND","forbes","Forbes"
"ND","fordville","Fordville"
"ND","forest river","Forest River"
"ND","forman","Forman"
"ND","fort ransom","Fort Ransom"
"ND","fort totten","Fort Totten"
"ND","fort yates","Fort Yates"
"ND","fortuna","Fortuna"
"ND","four bears village","Four Bears Village"
"ND","foxholm","Foxholm"
"ND","fredonia","Fredonia"
"ND","frontier","Frontier"
"ND","fullerton","Fullerton"
"ND","gackle","Gackle"
"ND","galesburg","Galesburg"
"ND","gardena","Gardena"
"ND","gardner","Gardner"
"ND","garrison","Garrison"
"ND","gascoyne","Gascoyne"
"ND","gilby","Gilby"
"ND","gladstone","Gladstone"
"ND","glen ullin","Glen Ullin"
"ND","glenburn","Glenburn"
"ND","glenfield","Glenfield"
"ND","golden valley","Golden Valley"
"ND","golva","Golva"
"ND","goodrich","Goodrich"
"ND","grace city","Grace City"
"ND","grafton","Grafton"
"ND","grand forks","Grand Forks"
"ND","grand forks afb","Grand Forks AFB"
"ND","grandin","Grandin"
"ND","grano","Grano"
"ND","granville","Granville"
"ND","great bend","Great Bend"
"ND","green acres","Green Acres"
"ND","grenora","Grenora"
"ND","gwinner","Gwinner"
"ND","hague","Hague"
"ND","halliday","Halliday"
"ND","hamberg","Hamberg"
"ND","hamilton","Hamilton"
"ND","hampden","Hampden"
"ND","hankinson","Hankinson"
"ND","hannaford","Hannaford"
"ND","hannah","Hannah"
"ND","hansboro","Hansboro"
"ND","harmon","Harmon"
"ND","harvey","Harvey"
"ND","harwood","Harwood"
"ND","hatton","Hatton"
"ND","havana","Havana"
"ND","haynes","Haynes"
"ND","hazelton","Hazelton"
"ND","hazen","Hazen"
"ND","hebron","Hebron"
"ND","heil","Heil"
"ND","heimdal","Heimdal"
"ND","hettinger","Hettinger"
"ND","hillsboro","Hillsboro"
"ND","hoople","Hoople"
"ND","hope","Hope"
"ND","horace","Horace"
"ND","hunter","Hunter"
"ND","hurdsfield","Hurdsfield"
"ND","inkster","Inkster"
"ND","jamestown","Jamestown"
"ND","jessie","Jessie"
"ND","jud","Jud"
"ND","karlsruhe","Karlsruhe"
"ND","kathryn","Kathryn"
"ND","kenmare","Kenmare"
"ND","kensal","Kensal"
"ND","kief","Kief"
"ND","killdeer","Killdeer"
"ND","kindred","Kindred"
"ND","knox","Knox"
"ND","kramer","Kramer"
"ND","kulm","Kulm"
"ND","lakota","Lakota"
"ND","lamoure","LaMoure"
"ND","landa","Landa"
"ND","langdon","Langdon"
"ND","lankin","Lankin"
"ND","lansford","Lansford"
"ND","larimore","Larimore"
"ND","larson","Larson"
"ND","lawton","Lawton"
"ND","leal","Leal"
"ND","leeds","Leeds"
"ND","lehr","Lehr"
"ND","leith","Leith"
"ND","leonard","Leonard"
"ND","lidgerwood","Lidgerwood"
"ND","lignite","Lignite"
"ND","lincoln","Lincoln"
"ND","linton","Linton"
"ND","lisbon","Lisbon"
"ND","litchville","Litchville"
"ND","logan","Logan"
"ND","loma","Loma"
"ND","long creek","Long Creek"
"ND","loraine","Loraine"
"ND","ludden","Ludden"
"ND","luverne","Luverne"
"ND","maddock","Maddock"
"ND","makoti","Makoti"
"ND","mandan","Mandan"
"ND","mandaree","Mandaree"
"ND","manning","Manning"
"ND","mantador","Mantador"
"ND","manvel","Manvel"
"ND","mapleton","Mapleton"
"ND","marion","Marion"
"ND","marmarth","Marmarth"
"ND","martin","Martin"
"ND","max","Max"
"ND","maxbass","Maxbass"
"ND","mayville","Mayville"
"ND","mcclusky","McClusky"
"ND","mcgregor","McGregor"
"ND","mchenry","McHenry"
"ND","mcleod","McLeod"
"ND","mcville","McVille"
"ND","medina","Medina"
"ND","medora","Medora"
"ND","menoken","Menoken"
"ND","mercer","Mercer"
"ND","michigan city","Michigan City"
"ND","milnor","Milnor"
"ND","milton","Milton"
"ND","minnewaukan","Minnewaukan"
"ND","minot","Minot"
"ND","minot afb","Minot AFB"
"ND","minto","Minto"
"ND","mohall","Mohall"
"ND","monango","Monango"
"ND","montpelier","Montpelier"
"ND","mooreton","Mooreton"
"ND","mott","Mott"
"ND","mountain","Mountain"
"ND","munich","Munich"
"ND","mylo","Mylo"
"ND","napoleon","Napoleon"
"ND","nash","Nash"
"ND","neche","Neche"
"ND","nekoma","Nekoma"
"ND","new england","New England"
"ND","new leipzig","New Leipzig"
"ND","new rockford","New Rockford"
"ND","new salem","New Salem"
"ND","new town","New Town"
"ND","newburg","Newburg"
"ND","niagara","Niagara"
"ND","nome","Nome"
"ND","noonan","Noonan"
"ND","north river","North River"
"ND","northwood","Northwood"
"ND","oakes","Oakes"
"ND","oberon","Oberon"
"ND","oriska","Oriska"
"ND","orrin","Orrin"
"ND","osnabrock","Osnabrock"
"ND","overly","Overly"
"ND","oxbow","Oxbow"
"ND","page","Page"
"ND","palermo","Palermo"
"ND","park river","Park River"
"ND","parshall","Parshall"
"ND","pekin","Pekin"
"ND","pembina","Pembina"
"ND","perth","Perth"
"ND","petersburg","Petersburg"
"ND","pettibone","Pettibone"
"ND","pick city","Pick City"
"ND","pillsbury","Pillsbury"
"ND","pingree","Pingree"
"ND","pisek","Pisek"
"ND","plaza","Plaza"
"ND","porcupine","Porcupine"
"ND","portal","Portal"
"ND","portland","Portland"
"ND","powers lake","Powers Lake"
"ND","prairie rose","Prairie Rose"
"ND","raleigh","Raleigh"
"ND","ray","Ray"
"ND","reeder","Reeder"
"ND","regan","Regan"
"ND","regent","Regent"
"ND","reile's acres","Reile's Acres"
"ND","reynolds","Reynolds"
"ND","rhame","Rhame"
"ND","richardton","Richardton"
"ND","riverdale","Riverdale"
"ND","robinson","Robinson"
"ND","rocklake","Rocklake"
"ND","rogers","Rogers"
"ND","rolette","Rolette"
"ND","rolla","Rolla"
"ND","ross","Ross"
"ND","rugby","Rugby"
"ND","ruso","Ruso"
"ND","ruthville","Ruthville"
"ND","rutland","Rutland"
"ND","ryder","Ryder"
"ND","sanborn","Sanborn"
"ND","sarles","Sarles"
"ND","sawyer","Sawyer"
"ND","scranton","Scranton"
"ND","selfridge","Selfridge"
"ND","selz","Selz"
"ND","sentinel butte","Sentinel Butte"
"ND","sharon","Sharon"
"ND","sheldon","Sheldon"
"ND","shell valley","Shell Valley"
"ND","sherwood","Sherwood"
"ND","sheyenne","Sheyenne"
"ND","sibley","Sibley"
"ND","solen","Solen"
"ND","souris","Souris"
"ND","south heart","South Heart"
"ND","spiritwood","Spiritwood"
"ND","spiritwood lake","Spiritwood Lake"
"ND","springbrook","Springbrook"
"ND","st. john","St. John"
"ND","st. thomas","St. Thomas"
"ND","stanley","Stanley"
"ND","stanton","Stanton"
"ND","starkweather","Starkweather"
"ND","steele","Steele"
"ND","strasburg","Strasburg"
"ND","streeter","Streeter"
"ND","surrey","Surrey"
"ND","sutton","Sutton"
"ND","sykeston","Sykeston"
"ND","tappen","Tappen"
"ND","taylor","Taylor"
"ND","thompson","Thompson"
"ND","tioga","Tioga"
"ND","tolley","Tolley"
"ND","tolna","Tolna"
"ND","tower city","Tower City"
"ND","towner","Towner"
"ND","trenton","Trenton"
"ND","turtle lake","Turtle Lake"
"ND","tuttle","Tuttle"
"ND","underwood","Underwood"
"ND","upham","Upham"
"ND","valley city","Valley City"
"ND","velva","Velva"
"ND","venturia","Venturia"
"ND","verona","Verona"
"ND","voltaire","Voltaire"
"ND","wahpeton","Wahpeton"
"ND","walcott","Walcott"
"ND","wales","Wales"
"ND","walhalla","Walhalla"
"ND","warwick","Warwick"
"ND","washburn","Washburn"
"ND","watford city","Watford City"
"ND","west fargo","West Fargo"
"ND","westhope","Westhope"
"ND","wheatland","Wheatland"
"ND","white earth","White Earth"
"ND","white shield","White Shield"
"ND","wildrose","Wildrose"
"ND","williston","Williston"
"ND","willow city","Willow City"
"ND","wilton","Wilton"
"ND","wimbledon","Wimbledon"
"ND","wing","Wing"
"ND","wishek","Wishek"
"ND","wolford","Wolford"
"ND","woodworth","Woodworth"
"ND","wyndmere","Wyndmere"
"ND","york","York"
"ND","ypsilanti","Ypsilanti"
"ND","zap","Zap"
"ND","zeeland","Zeeland"
"NE","abie","Abie"
"NE","adams","Adams"
"NE","agnew","Agnew"
"NE","ainsworth","Ainsworth"
"NE","albion","Albion"
"NE","alda","Alda"
"NE","alexandria","Alexandria"
"NE","allen","Allen"
"NE","alliance","Alliance"
"NE","alma","Alma"
"NE","alvo","Alvo"
"NE","ames","Ames"
"NE","amherst","Amherst"
"NE","anoka","Anoka"
"NE","anselmo","Anselmo"
"NE","ansley","Ansley"
"NE","arapahoe","Arapahoe"
"NE","arcadia","Arcadia"
"NE","archer","Archer"
"NE","arlington","Arlington"
"NE","arnold","Arnold"
"NE","arthur","Arthur"
"NE","ashland","Ashland"
"NE","ashton","Ashton"
"NE","aten","Aten"
"NE","atkinson","Atkinson"
"NE","atlanta","Atlanta"
"NE","auburn","Auburn"
"NE","aurora","Aurora"
"NE","avoca","Avoca"
"NE","axtell","Axtell"
"NE","ayr","Ayr"
"NE","bancroft","Bancroft"
"NE","barada","Barada"
"NE","barneston","Barneston"
"NE","bartlett","Bartlett"
"NE","bartley","Bartley"
"NE","bassett","Bassett"
"NE","battle creek","Battle Creek"
"NE","bayard","Bayard"
"NE","bazile mills","Bazile Mills"
"NE","beacon view","Beacon View"
"NE","beatrice","Beatrice"
"NE","beaver city","Beaver City"
"NE","beaver crossing","Beaver Crossing"
"NE","beaver lake","Beaver Lake"
"NE","bee","Bee"
"NE","beemer","Beemer"
"NE","belden","Belden"
"NE","belgrade","Belgrade"
"NE","bellevue","Bellevue"
"NE","bellwood","Bellwood"
"NE","belmar","Belmar"
"NE","belvidere","Belvidere"
"NE","benedict","Benedict"
"NE","benkelman","Benkelman"
"NE","bennet","Bennet"
"NE","bennington","Bennington"
"NE","berea","Berea"
"NE","bertrand","Bertrand"
"NE","berwyn","Berwyn"
"NE","big springs","Big Springs"
"NE","bladen","Bladen"
"NE","blair","Blair"
"NE","bloomfield","Bloomfield"
"NE","bloomington","Bloomington"
"NE","blue hill","Blue Hill"
"NE","blue springs","Blue Springs"
"NE","bow valley","Bow Valley"
"NE","boys town","Boys Town"
"NE","bradshaw","Bradshaw"
"NE","brady","Brady"
"NE","brainard","Brainard"
"NE","brewster","Brewster"
"NE","bridgeport","Bridgeport"
"NE","bristow","Bristow"
"NE","broadwater","Broadwater"
"NE","brock","Brock"
"NE","broken bow","Broken Bow"
"NE","brownlee","Brownlee"
"NE","brownville","Brownville"
"NE","brule","Brule"
"NE","bruning","Bruning"
"NE","bruno","Bruno"
"NE","brunswick","Brunswick"
"NE","buccaneer bay","Buccaneer Bay"
"NE","burchard","Burchard"
"NE","burr","Burr"
"NE","burton","Burton"
"NE","burwell","Burwell"
"NE","bushnell","Bushnell"
"NE","butte","Butte"
"NE","byron","Byron"
"NE","cairo","Cairo"
"NE","callaway","Callaway"
"NE","cambridge","Cambridge"
"NE","campbell","Campbell"
"NE","carleton","Carleton"
"NE","carroll","Carroll"
"NE","cedar bluffs","Cedar Bluffs"
"NE","cedar creek","Cedar Creek"
"NE","cedar rapids","Cedar Rapids"
"NE","center","Center"
"NE","central city","Central City"
"NE","ceresco","Ceresco"
"NE","chadron","Chadron"
"NE","chalco","Chalco"
"NE","chambers","Chambers"
"NE","champion","Champion"
"NE","chapman","Chapman"
"NE","chappell","Chappell"
"NE","cheney","Cheney"
"NE","chester","Chester"
"NE","clarks","Clarks"
"NE","clarkson","Clarkson"
"NE","clatonia","Clatonia"
"NE","clay center","Clay Center"
"NE","clearwater","Clearwater"
"NE","clinton","Clinton"
"NE","cody","Cody"
"NE","coleridge","Coleridge"
"NE","colon","Colon"
"NE","columbus","Columbus"
"NE","comstock","Comstock"
"NE","concord","Concord"
"NE","cook","Cook"
"NE","cordova","Cordova"
"NE","cornlea","Cornlea"
"NE","cortland","Cortland"
"NE","cotesfield","Cotesfield"
"NE","cowles","Cowles"
"NE","cozad","Cozad"
"NE","crab orchard","Crab Orchard"
"NE","craig","Craig"
"NE","crawford","Crawford"
"NE","creighton","Creighton"
"NE","creston","Creston"
"NE","crete","Crete"
"NE","crofton","Crofton"
"NE","crookston","Crookston"
